,ID,target
2716,ID_824HBAG,0
2717,ID_8252KF1,0
2718,ID_826TPL2,0
2719,ID_826YX8T,0
2720,ID_82D8N28,1
2721,ID_82G0CGH,1
2722,ID_82NLX34,0
2723,ID_82PN786,0
2724,ID_82S0XN4,1
2725,ID_8331ADT,0
2726,ID_833W1M8,0
2727,ID_8366BE3,1
2728,ID_83D998D,1
2729,ID_83IY7A2,1
2730,ID_83L1NZE,0
2731,ID_83WZOYX,0
2732,ID_83ZSQX7,0
2733,ID_843LDD3,0
2734,ID_8459AIM,0
2735,ID_84F8BG7,0
2736,ID_84LHO0Q,0
2737,ID_84S9L2W,0
2738,ID_84XB406,0
2739,ID_84XTQMD,1
2740,ID_85ASXKU,1
2741,ID_85C2GO5,1
2742,ID_85CO5I5,0
2743,ID_85EW9Q6,0
2744,ID_85K4DNC,0
2745,ID_85L65CX,1
2746,ID_85P2ABI,0
2747,ID_85U125K,1
2748,ID_860STD4,1
2749,ID_8610M8M,1
2750,ID_862RHN4,1
2751,ID_865ZZK9,0
2752,ID_869FHC3,1
2753,ID_86F8W1E,1
2754,ID_86JNA7D,0
2755,ID_86OFXQ4,0
2756,ID_86Q5BLN,1
2757,ID_86R14YJ,1
2758,ID_86RUPGP,1
2759,ID_86X13SC,1
2760,ID_86Y6K4L,1
2761,ID_870DVJT,0
2762,ID_870UPFD,1
2763,ID_87AYCFR,1
2764,ID_87BAPQ7,1
2765,ID_87IZGFP,0
2766,ID_87KC3JH,0
2767,ID_883EUA0,1
2768,ID_886YTYK,1
2769,ID_88ARZ4J,1
2770,ID_88LZAT9,1
2771,ID_88M8B0N,0
2772,ID_88NBMYU,0
2773,ID_88Q48CN,0
2774,ID_88UYZBL,1
2775,ID_894LFPQ,0
2776,ID_895H57A,1
2777,ID_89GOBKK,0
2778,ID_89PIKFP,0
2779,ID_89U7RMZ,0
2780,ID_89ZV81H,0
2781,ID_8A6LK1B,0
2782,ID_8AE7XSR,1
2783,ID_8AJSZBK,1
2784,ID_8ANTZHM,0
2785,ID_8APIKX3,0
2786,ID_8ASKDR8,0
2787,ID_8ASU7IX,1
2788,ID_8B7RCA5,1
2789,ID_8BQNXPW,0
2790,ID_8BSRJE0,1
2791,ID_8BZUTOL,1
2792,ID_8C7V7SI,0
2793,ID_8C8K4HF,1
2794,ID_8CK0QJ8,0
2795,ID_8CLFKXK,1
2796,ID_8CMPRYW,0
2797,ID_8CODHHS,0
2798,ID_8COUUVJ,0
2799,ID_8CP81AH,0
2800,ID_8CP9Q3F,0
2801,ID_8D3XM09,0
2802,ID_8D4VPQD,1
2803,ID_8D79352,1
2804,ID_8DCLY9J,0
2805,ID_8DLRZCB,1
2806,ID_8DM9CP2,0
2807,ID_8DQQWKR,1
2808,ID_8DSJYY9,1
2809,ID_8E49KFK,0
2810,ID_8E9VVSQ,0
2811,ID_8EE2HIV,0
2812,ID_8EJ2HSL,1
2813,ID_8EK3KEB,1
2814,ID_8EKE9Z4,0
2815,ID_8EL68EA,0
2816,ID_8EOPHQY,0
2817,ID_8EPCJFU,0
2818,ID_8EQBK6I,1
2819,ID_8FCB72T,1
2820,ID_8FGID9P,0
2821,ID_8FHZVKQ,0
2822,ID_8FIFHQ0,1
2823,ID_8FK4ZXV,1
2824,ID_8FKOGS3,0
2825,ID_8FLB1VE,1
2826,ID_8FNVR9O,1
2827,ID_8FPFZ8Y,1
2828,ID_8FUXDFP,0
2829,ID_8FWTQ1N,1
2830,ID_8G09KCM,1
2831,ID_8G0S3PD,0
2832,ID_8G6XZZJ,0
2833,ID_8GAKU1Z,0
2834,ID_8GBHSC0,1
2835,ID_8GTNSPB,0
2836,ID_8GWMRI6,0
2837,ID_8H74USN,1
2838,ID_8HMOHJH,1
2839,ID_8HOK6HZ,1
2840,ID_8HX3JLJ,1
2841,ID_8I4FXNW,1
2842,ID_8I8USAY,1
2843,ID_8IIIHRC,1
2844,ID_8INR6DB,0
2845,ID_8IRHGTT,1
2846,ID_8IS3A1U,0
2847,ID_8IZRGSG,1
2848,ID_8J23WN1,1
2849,ID_8J3HU94,0
2850,ID_8JC97LZ,1
2851,ID_8JCFFH9,0
2852,ID_8JQG0U5,1
2853,ID_8JSQB8W,1
2854,ID_8JUWEQS,1
2855,ID_8JVMNL5,0
2856,ID_8K1P1EV,1
2857,ID_8K2J1RS,0
2858,ID_8K3XJ81,0
2859,ID_8K547F5,1
2860,ID_8KA4D0E,1
2861,ID_8KACGSR,0
2862,ID_8KBIIXA,1
2863,ID_8KGBRBL,1
2864,ID_8KK42Q7,0
2865,ID_8KLBXZ5,1
2866,ID_8KLHL7U,1
2867,ID_8KN65HY,1
2868,ID_8KO0NEY,1
2869,ID_8KPR8H0,0
2870,ID_8KS4YIN,1
2871,ID_8L06SZ9,1
2872,ID_8L1JF29,1
2873,ID_8L1TK1G,0
2874,ID_8LBVH4H,1
2875,ID_8LCL6XC,0
2876,ID_8LH63YA,1
2877,ID_8LR0YKQ,0
2878,ID_8LYQ9Y5,1
2879,ID_8M0PZF5,1
2880,ID_8M3G2A1,0
2881,ID_8M5LV6R,0
2882,ID_8M69SRX,1
2883,ID_8MC3W1M,1
2884,ID_8MCI3WG,1
2885,ID_8MGCAJB,0
2886,ID_8MNXRC6,1
2887,ID_8MRFLFT,0
2888,ID_8MRM9M0,1
2889,ID_8MUZRYW,1
2890,ID_8MW0W78,0
2891,ID_8MWF97N,0
2892,ID_8N12S00,1
2893,ID_8N1XV8X,1
2894,ID_8N35CR1,1
2895,ID_8N8A8BA,0
2896,ID_8N8UPU7,0
2897,ID_8NBQ9TU,0
2898,ID_8NCK8VL,1
2899,ID_8NDT33F,1
2900,ID_8NFONPM,1
2901,ID_8NKEH20,1
2902,ID_8NKXGUO,1
2903,ID_8NM25ED,1
2904,ID_8NYBEFF,1
2905,ID_8NZPT90,0
2906,ID_8O0RZIL,0
2907,ID_8O1AGLQ,1
2908,ID_8O5PP14,1
2909,ID_8ODN1D7,0
2910,ID_8ODNWAO,0
2911,ID_8OGAXVK,1
2912,ID_8OGG4ON,0
2913,ID_8OHIMV4,1
2914,ID_8ONPZY8,1
2915,ID_8OR24A8,1
2916,ID_8OTNBK3,1
2917,ID_8OYHXR3,0
2918,ID_8OYKWLM,0
2919,ID_8P2UGYO,0
2920,ID_8P7BZLN,0
2921,ID_8P9IML9,0
2922,ID_8PDYR2F,1
2923,ID_8PFMFRZ,1
2924,ID_8PKK5LZ,1
2925,ID_8PQZNNV,1
2926,ID_8PSZW1A,1
2927,ID_8PXMQ9S,0
2928,ID_8Q2HO3L,0
2929,ID_8Q2MALN,0
2930,ID_8QCL9XQ,1
2931,ID_8QJP9GY,0
2932,ID_8QL5ZK8,0
2933,ID_8QWAFLH,1
2934,ID_8QWYG7J,0
2935,ID_8R0YTHU,1
2936,ID_8R6HY2Y,1
2937,ID_8R7XBSK,0
2938,ID_8R89BRN,0
2939,ID_8R9DSOO,1
2940,ID_8RCFHCI,0
2941,ID_8RS19AU,1
2942,ID_8RS8QMD,1
2943,ID_8RWJ3RR,0
2944,ID_8RYTMSJ,1
2945,ID_8S3FYLC,0
2946,ID_8SAC70U,1
2947,ID_8SBIZUT,1
2948,ID_8SBNGBS,0
2949,ID_8SHAWT8,1
2950,ID_8SIFGEF,1
2951,ID_8SJ5TBV,1
2952,ID_8SXXDKP,0
2953,ID_8SZIJ2I,0
2954,ID_8T0JBXM,0
2955,ID_8T1IXLU,1
2956,ID_8T2HPD7,1
2957,ID_8T4AN71,1
2958,ID_8T5HOFH,1
2959,ID_8T6LGM8,1
2960,ID_8T7EEFU,1
2961,ID_8TBTGR0,0
2962,ID_8TI40H8,0
2963,ID_8TMU89V,0
2964,ID_8TPO8TN,0
2965,ID_8TQVTBO,0
2966,ID_8TZBSAN,1
2967,ID_8U3XAIT,1
2968,ID_8UAW1N2,0
2969,ID_8UBZLDM,0
2970,ID_8UFC1S7,0
2971,ID_8UJJQ18,1
2972,ID_8UPDF2V,1
2973,ID_8UQ7E0K,1
2974,ID_8UREJW2,1
2975,ID_8V9WEMR,0
2976,ID_8VB0OYS,0
2977,ID_8VE9IQF,0
2978,ID_8VGEXHV,1
2979,ID_8VH4GWS,1
2980,ID_8VIXLM4,0
2981,ID_8VLIK66,1
2982,ID_8VNTR1A,0
2983,ID_8VPMPEJ,1
2984,ID_8W1UHCI,1
2985,ID_8W484FG,1
2986,ID_8W6IETA,0
2987,ID_8W8D58A,0
2988,ID_8W9YVO5,1
2989,ID_8WB0Z9V,0
2990,ID_8WDRTFV,1
2991,ID_8WGWVWM,1
2992,ID_8WHV7CI,1
2993,ID_8WKLKXU,0
2994,ID_8WOL77Y,1
2995,ID_8WV3GXH,0
2996,ID_8WYWO0A,0
2997,ID_8X3M3H9,0
2998,ID_8X5G0F5,0
2999,ID_8XR0WII,0
3000,ID_8XSRD2X,1
3001,ID_8XWIYLF,1
3002,ID_8XYQACH,0
3003,ID_8Y21O2N,0
3004,ID_8Y46RI7,0
3005,ID_8Y59EYT,1
3006,ID_8Y8RC6B,1
3007,ID_8YGZKPI,0
3008,ID_8YHV0PR,1
3009,ID_8YIKMNA,0
3010,ID_8YKO5TA,0
3011,ID_8YKRWXU,0
3012,ID_8YN6M13,0
3013,ID_8YSCI3U,1
3014,ID_8YURAC5,0
3015,ID_8Z1FRPJ,1
3016,ID_8Z2OZWK,0
3017,ID_8Z7UWQK,0
3018,ID_8ZAANL5,1
3019,ID_8ZGNO8D,0
3020,ID_8ZHI215,1
3021,ID_8ZP5XXE,0
3022,ID_8ZR0L5W,0
3023,ID_8ZXG3ZA,1
3024,ID_8ZZI13J,1
3025,ID_9017D18,0
3026,ID_904ZKB9,0
3027,ID_906OLD6,0
3028,ID_90B5T1C,1
3029,ID_90CA0M8,1
3030,ID_90G45CQ,1
3031,ID_90KPA2B,0
3032,ID_90L95UY,0
3033,ID_90PH3EE,1
3034,ID_90PJI5T,0
3035,ID_90RSRYJ,0
3036,ID_90UZRNP,1
3037,ID_90VXWYJ,1
3038,ID_90X8T4G,1
3039,ID_913PARN,0
3040,ID_915PKDO,1
3041,ID_916PMNW,0
3042,ID_916T81B,1
3043,ID_919NGBZ,0
3044,ID_91PMGXU,1
3045,ID_91SQYM4,0
3046,ID_91UZM49,1
3047,ID_91WIK4H,0
3048,ID_921KAMA,1
3049,ID_922H5C2,0
3050,ID_924W4TM,0
3051,ID_92691ZV,1
3052,ID_92D1DS1,1
3053,ID_92E047F,0
3054,ID_92F6RVP,1
3055,ID_92FRR74,0
3056,ID_92IW4CE,0
3057,ID_92J8CGL,0
3058,ID_92LKDFP,1
3059,ID_92NQ0EE,0
3060,ID_92V8849,0
3061,ID_92VFXVS,1
3062,ID_92WZ1L3,0
3063,ID_92ZE0GM,0
3064,ID_930EN0E,0
3065,ID_930J7K8,0
3066,ID_93BVKPZ,0
3067,ID_93C2L3T,1
3068,ID_93PH97S,1
3069,ID_93UB7LI,0
3070,ID_93W2SR6,1
3071,ID_93XUPM5,0
3072,ID_9433J5G,1
3073,ID_94465YV,1
3074,ID_9451W4P,1
3075,ID_946WUKG,1
3076,ID_947A7JL,1
3077,ID_948W9OJ,1
3078,ID_94BUCGC,1
3079,ID_94II5Y4,0
3080,ID_94MZ8I4,0
3081,ID_94R96E8,0
3082,ID_94RVPE9,1
3083,ID_94UAPDL,1
3084,ID_94ZEH05,1
3085,ID_954O8WQ,0
3086,ID_95C9BTO,1
3087,ID_95EB4F5,0
3088,ID_95FIJ5I,1
3089,ID_95OZ1H7,0
3090,ID_95QISIE,0
3091,ID_95WN3ZP,1
3092,ID_9627CPP,1
3093,ID_9629C49,0
3094,ID_964HV59,1
3095,ID_96ARJXT,0
3096,ID_96CGILI,0
3097,ID_96DP70R,1
3098,ID_96KANVR,0
3099,ID_96KPTZE,1
3100,ID_96L87ZB,1
3101,ID_96MK7PE,1
3102,ID_96O1PL6,0
3103,ID_96QKMDD,0
3104,ID_972XB8M,0
3105,ID_978PQ2N,0
3106,ID_97AT1UY,0
3107,ID_97BZ4QY,1
3108,ID_97EI8VR,0
3109,ID_97FLGQM,0
3110,ID_97GX3WK,0
3111,ID_98404E3,1
3112,ID_98491RS,1
3113,ID_984IYYR,0
3114,ID_98EVCPR,0
3115,ID_98I9C0Z,1
3116,ID_98JIGGY,0
3117,ID_98M1Y9A,1
3118,ID_98RNL29,1
3119,ID_98WAE61,1
3120,ID_9953065,1
3121,ID_999I4GF,1
3122,ID_99DGCS8,0
3123,ID_99FZMWY,0
3124,ID_99ILYYW,1
3125,ID_99KCW93,0
3126,ID_99L00AY,0
3127,ID_99NNNT4,0
3128,ID_99P0K7X,1
3129,ID_99PGM6U,1
3130,ID_99ROAWM,0
3131,ID_99STT40,1
3132,ID_99TRQAA,1
3133,ID_99UWDA3,1
3134,ID_9A3MFS5,1
3135,ID_9A5PC81,0
3136,ID_9A9M18U,1
3137,ID_9ACYZ2O,0
3138,ID_9ADVXBN,0
3139,ID_9AGZ2IO,1
3140,ID_9AH3X7O,1
3141,ID_9ASKDJY,0
3142,ID_9AX3LYW,0
3143,ID_9AZGOJL,1
3144,ID_9B2NPNG,0
3145,ID_9B4MQJY,1
3146,ID_9BE9IIE,1
3147,ID_9BGYNPD,1
3148,ID_9BIZHAO,1
3149,ID_9BLHBAO,1
3150,ID_9BQKMV4,0
3151,ID_9BYR29W,0
3152,ID_9C3UJ1H,0
3153,ID_9C4DCO5,0
3154,ID_9C8Q1FA,0
3155,ID_9CI2G17,0
3156,ID_9CIC6Y0,0
3157,ID_9CM50C2,0
3158,ID_9CQ58YI,0
3159,ID_9CRE6H3,0
3160,ID_9CTK9M0,0
3161,ID_9CVQ0PI,0
3162,ID_9CZVVD2,1
3163,ID_9D1CFLJ,1
3164,ID_9D22ZHY,1
3165,ID_9D25Y1M,1
3166,ID_9DC55M4,1
3167,ID_9DCXI9C,1
3168,ID_9DMT13N,1
3169,ID_9DPVBPO,0
3170,ID_9DTS1ZD,0
3171,ID_9DTT5A4,0
3172,ID_9EBFL9O,1
3173,ID_9ECL19E,1
3174,ID_9ED2YDU,1
3175,ID_9EGDRGL,0
3176,ID_9EGU5PZ,0
3177,ID_9EHCOAG,1
3178,ID_9EI1ROC,1
3179,ID_9EJRZ47,0
3180,ID_9EM0WNU,1
3181,ID_9ERQDPJ,1
3182,ID_9EYZPNG,0
3183,ID_9F0HI3G,0
3184,ID_9F8ZCC0,0
3185,ID_9F96ISP,0
3186,ID_9F9NW0X,1
3187,ID_9FEH38G,1
3188,ID_9FG5B1D,0
3189,ID_9FHTSQY,0
3190,ID_9FK6ALS,0
3191,ID_9FLUIL7,1
3192,ID_9FR83BZ,1
3193,ID_9FRDB91,0
3194,ID_9FXCZ1S,0
3195,ID_9FZO3F8,0
3196,ID_9G3HK59,1
3197,ID_9G6SWT9,1
3198,ID_9G8UM2K,1
3199,ID_9GGGOKO,1
3200,ID_9GM88B8,1
3201,ID_9GMXXLT,0
3202,ID_9GSBWVA,0
3203,ID_9GZY9GU,1
3204,ID_9H0KJZI,1
3205,ID_9H6K1JV,1
3206,ID_9H8B1WH,1
3207,ID_9HAEC8B,1
3208,ID_9HAS86X,1
3209,ID_9HI20JU,0
3210,ID_9HIP2WR,1
3211,ID_9HL0FJT,0
3212,ID_9HU6Q1M,1
3213,ID_9I2ABHV,1
3214,ID_9I6DMX5,0
3215,ID_9ICB4CJ,1
3216,ID_9IFVIVC,1
3217,ID_9ILQLKO,0
3218,ID_9IN774P,1
3219,ID_9ISSASO,0
3220,ID_9ITYGJ7,0
3221,ID_9J1EFGO,1
3222,ID_9J1XIOF,1
3223,ID_9J4H9C3,0
3224,ID_9JDQOS8,1
3225,ID_9JFPR0S,0
3226,ID_9JII2N0,1
3227,ID_9JM961F,1
3228,ID_9JOV8NQ,0
3229,ID_9JSW7N9,0
3230,ID_9K1VAJL,0
3231,ID_9K28V33,0
3232,ID_9K4LEJQ,1
3233,ID_9K693O3,1
3234,ID_9K8TGVA,0
3235,ID_9KB1K0J,0
3236,ID_9KE158M,1
3237,ID_9KFBVRJ,0
3238,ID_9KL4VGI,1
3239,ID_9KL5T6D,0
3240,ID_9KLZYU8,1
3241,ID_9KPQSAA,0
3242,ID_9KUQE24,1
3243,ID_9KVUR0Z,0
3244,ID_9KXKSRD,0
3245,ID_9L2XJGP,0
3246,ID_9L69PS2,1
3247,ID_9LBKFC8,1
3248,ID_9LFGBVI,1
3249,ID_9LHAMSH,0
3250,ID_9LMC049,1
3251,ID_9LR68PG,0
3252,ID_9M19IIQ,0
3253,ID_9M5D39Y,1
3254,ID_9MBR2XT,0
3255,ID_9MBTHWK,0
3256,ID_9MCRSFI,1
3257,ID_9ME6RTW,0
3258,ID_9MKUSR5,0
3259,ID_9MOH1RK,1
3260,ID_9MP1E5A,0
3261,ID_9N369Z9,0
3262,ID_9N5BT18,0
3263,ID_9N799O6,0
3264,ID_9NJI2PF,1
3265,ID_9NNADK6,0
3266,ID_9NTXWCF,0
3267,ID_9O1PYTU,0
3268,ID_9O3NO2H,0
3269,ID_9O5FY83,1
3270,ID_9O7ZWQY,0
3271,ID_9O97L2X,1
3272,ID_9OJCQSE,0
3273,ID_9OJR1EC,0
3274,ID_9OKUI8D,0
3275,ID_9OMIFR7,1
3276,ID_9OQ4MLT,1
3277,ID_9OUQRKX,1
3278,ID_9OV10WY,0
3279,ID_9OZEK7U,1
3280,ID_9P46GAW,0
3281,ID_9P7EMK6,0
3282,ID_9P9ISYF,0
3283,ID_9PANAIX,0
3284,ID_9PBU8HE,0
3285,ID_9PBWZ51,0
3286,ID_9PEUOT6,0
3287,ID_9PLAJNJ,1
3288,ID_9PLTENT,1
3289,ID_9POH5B1,1
3290,ID_9PRYA8X,0
3291,ID_9PWZC54,1
3292,ID_9PXURGQ,0
3293,ID_9PZWBN4,1
3294,ID_9QG0NXE,0
3295,ID_9QKUC2H,0
3296,ID_9QL5UTC,1
3297,ID_9QLCHUB,1
3298,ID_9QMU1N1,1
3299,ID_9QVO9O7,0
3300,ID_9QZOI6O,0
3301,ID_9R1TOE9,1
3302,ID_9R3FD7S,0
3303,ID_9R5OTTO,1
3304,ID_9R6Z4OP,1
3305,ID_9RAVLVC,0
3306,ID_9RF0V4E,0
3307,ID_9RJ1VC7,0
3308,ID_9RMD5CB,1
3309,ID_9RXSM98,0
3310,ID_9RZRZ8P,1
3311,ID_9S196RT,0
3312,ID_9S857NS,0
3313,ID_9SFRH9M,1
3314,ID_9SH8CZF,0
3315,ID_9SLPGJZ,1
3316,ID_9SQ62SA,1
3317,ID_9SS5FTB,0
3318,ID_9SSWYUI,1
3319,ID_9STRBW1,0
3320,ID_9SZI5D3,0
3321,ID_9T6BU31,1
3322,ID_9T6X210,0
3323,ID_9TDW9W3,0
3324,ID_9TF68KP,0
3325,ID_9TKQOUD,0
3326,ID_9TMMZU3,1
3327,ID_9TYLKQT,0
3328,ID_9U2ND2W,1
3329,ID_9U65XZZ,1
3330,ID_9U7RHJ6,1
3331,ID_9UEBUJO,0
3332,ID_9UF81CT,0
3333,ID_9UNC95T,1
3334,ID_9UOXV2E,1
3335,ID_9UPNKEW,1
3336,ID_9UQ2DMX,1
3337,ID_9V1I7CG,0
3338,ID_9V2M4TN,1
3339,ID_9V9NU4K,1
3340,ID_9VHTRUA,0
3341,ID_9VJXL40,0
3342,ID_9VRJTMM,1
3343,ID_9VS1DIZ,0
3344,ID_9W1LFTQ,0
3345,ID_9W5VP1W,1
3346,ID_9W868F4,1
3347,ID_9W8RQI9,0
3348,ID_9WAV8JF,0
3349,ID_9WAVK2V,1
3350,ID_9WE5INW,1
3351,ID_9WPDOG0,1
3352,ID_9WV0ILY,0
3353,ID_9WWLC7Z,1
3354,ID_9X1XWDF,0
3355,ID_9X295OQ,0
3356,ID_9X3J11X,0
3357,ID_9X409W2,0
3358,ID_9X4CB1T,0
3359,ID_9X8L3JZ,0
3360,ID_9XAOUJS,0
3361,ID_9XEYHQ5,1
3362,ID_9XJA78N,1
3363,ID_9XOPUKT,0
3364,ID_9XPI2OR,0
3365,ID_9XS78QX,0
3366,ID_9XTYSL8,1
3367,ID_9XVUY8Q,0
3368,ID_9XWF0KV,0
3369,ID_9XWG9VK,0
3370,ID_9XXT3SY,0
3371,ID_9YAPOAW,0
3372,ID_9YBVPHK,0
3373,ID_9YFM96C,0
3374,ID_9YG250E,0
3375,ID_9YKEYX2,1
3376,ID_9YL7Q56,1
3377,ID_9YMTFI0,1
3378,ID_9YPCIWG,0
3379,ID_9YVIWO8,0
3380,ID_9YWCPEM,0
3381,ID_9YXZRK7,0
3382,ID_9Z1PXJV,0
3383,ID_9Z1W0TB,0
3384,ID_9Z60CDK,1
3385,ID_9Z9V5L2,0
3386,ID_9ZMADUL,0
3387,ID_9ZMEOJK,1
3388,ID_9ZV6EOX,1
3389,ID_9ZVJVT3,0
3390,ID_9ZX8VZG,0
3391,ID_A0143LN,0
3392,ID_A075Q5Z,0
3393,ID_A0AHAVY,1
3394,ID_A0BTYFJ,0
3395,ID_A0E6N3A,0
3396,ID_A0KZUNN,0
3397,ID_A0LP75W,0
3398,ID_A0MFY9M,0
3399,ID_A0N5FFD,1
3400,ID_A0QFG5Y,0
3401,ID_A0S58ST,0
3402,ID_A0YEBWA,1
3403,ID_A1DRAVB,1
3404,ID_A1NRGZU,0
3405,ID_A1QED47,1
3406,ID_A1RPX36,0
3407,ID_A1WIKT1,0
3408,ID_A1YTAYX,1
3409,ID_A1ZWNZI,0
3410,ID_A2BJ0UX,0
3411,ID_A2JDJWB,0
3412,ID_A2LBVBR,0
3413,ID_A2RD1EM,1
3414,ID_A2W5Q3V,0
3415,ID_A2YUQWK,0
3416,ID_A2ZS9U4,0
3417,ID_A31I8NY,0
3418,ID_A33XFTE,0
3419,ID_A37SBSN,0
3420,ID_A3I9Q54,1
3421,ID_A3PZCAF,0
3422,ID_A3SFBU2,0
3423,ID_A3UKH5X,0
3424,ID_A3VQ250,1
3425,ID_A3WW8X5,1
3426,ID_A3YKMEM,1
3427,ID_A3YN75Z,0
3428,ID_A3YY5XJ,1
3429,ID_A41X8SS,1
3430,ID_A46L7FK,0
3431,ID_A47WB4T,0
3432,ID_A4AZZSP,0
3433,ID_A4CAHXN,1
3434,ID_A4EM4P1,0
3435,ID_A4EO26O,0
3436,ID_A4H9ASL,1
3437,ID_A4LNR4X,0
3438,ID_A4OXZC4,1
3439,ID_A4T0CEW,0
3440,ID_A4Y77T1,0
3441,ID_A574RHS,1
3442,ID_A5DOS7X,1
3443,ID_A5EGPW9,1
3444,ID_A5KI4MY,0
3445,ID_A5KNOZE,1
3446,ID_A5L3IFX,0
3447,ID_A5N10ZP,0
3448,ID_A5V3XKP,0
3449,ID_A5V91GI,1
3450,ID_A5VM1L6,1
3451,ID_A65H41E,0
3452,ID_A67K17U,0
3453,ID_A68UPJ6,1
3454,ID_A6C7G32,1
3455,ID_A6CK709,0
3456,ID_A6DTA9D,1
3457,ID_A6HZL2E,1
3458,ID_A6ODJRE,0
3459,ID_A6OXL5M,0
3460,ID_A6U5OQ3,1
3461,ID_A7H4T2F,1
3462,ID_A7W1AF6,0
3463,ID_A7WB3OH,0
3464,ID_A80EGNZ,0
3465,ID_A80R4FO,0
3466,ID_A84GMJD,1
3467,ID_A85CV4A,1
3468,ID_A86HRSP,0
3469,ID_A89TLM3,0
3470,ID_A8E47M6,1
3471,ID_A8G8HAA,1
3472,ID_A8HCKCE,0
3473,ID_A8IB4O2,0
3474,ID_A8M90O2,1
3475,ID_A8U5CW1,0
3476,ID_A8VEJHP,1
3477,ID_A8XJGUJ,1
3478,ID_A9QB2Y8,1
3479,ID_A9UOYN9,0
3480,ID_A9V581K,1
3481,ID_AA21QDU,0
3482,ID_AA9RH0N,1
3483,ID_AAEZF5S,1
3484,ID_AAFZ038,0
3485,ID_AAG1SEB,1
3486,ID_AAILGHA,1
3487,ID_AAR8DDG,1
3488,ID_AAUIJJT,0
3489,ID_AB8CQS8,0
3490,ID_ABBJIG2,1
3491,ID_ABBOS7V,0
3492,ID_ABBZ9SL,0
3493,ID_ABN28TN,1
3494,ID_ABS3P1L,0
3495,ID_ABV5E0U,1
3496,ID_ABWWQAJ,1
3497,ID_AC41PKU,0
3498,ID_AC50P2W,0
3499,ID_AC7QH73,0
3500,ID_AC9I21Z,0
3501,ID_ACEX2F2,1
3502,ID_ACF23SN,0
3503,ID_ACHHNHN,0
3504,ID_ACJRTHD,0
3505,ID_ACL3TCL,1
3506,ID_ACU9PWQ,1
3507,ID_ACXF9IZ,0
3508,ID_AD5KNB6,0
3509,ID_ADEVRO2,1
3510,ID_ADF2BSN,1
3511,ID_ADFHAVQ,0
3512,ID_ADG5PSO,1
3513,ID_ADLKMK6,0
3514,ID_ADR4CPM,0
3515,ID_ADVS3QX,1
3516,ID_ADZC1XL,0
3517,ID_AE1RLDG,0
3518,ID_AE3U4I4,1
3519,ID_AE3WXH7,1
3520,ID_AE723F8,0
3521,ID_AEAMT0G,1
3522,ID_AEB6XME,1
3523,ID_AEDW4XG,0
3524,ID_AEJLFH7,1
3525,ID_AEPOK47,1
3526,ID_AF5V47P,0
3527,ID_AG4OZ5T,1
3528,ID_AG55MSH,1
3529,ID_AG8K12Z,1
3530,ID_AGDKE49,0
3531,ID_AGF1YH7,1
3532,ID_AGFK9B4,1
3533,ID_AGKPE1J,0
3534,ID_AGQEG5E,0
3535,ID_AGSVY0O,0
3536,ID_AGXM121,1
3537,ID_AH01C8D,0
3538,ID_AH1GSCS,1
3539,ID_AH633UT,0
3540,ID_AHCXXZN,0
3541,ID_AHJWNN2,0
3542,ID_AHQ0NF1,1
3543,ID_AHRVBPF,1
3544,ID_AHW3V92,0
3545,ID_AI87PHF,0
3546,ID_AIJQ0D9,1
3547,ID_AIN2GYD,0
3548,ID_AINWQYZ,0
3549,ID_AIYMCZW,1
3550,ID_AJ7LBO4,0
3551,ID_AJATR7W,1
3552,ID_AJEP8HO,0
3553,ID_AJM2BK6,0
3554,ID_AK1KZAH,0
3555,ID_AKKEN4O,0
3556,ID_AKN82C4,0
3557,ID_AKNFGZE,1
3558,ID_AKP7PGU,0
3559,ID_AKQ8B5U,1
3560,ID_AKXQI6X,0
3561,ID_AL71QE6,1
3562,ID_AL9HK56,1
3563,ID_ALB603Y,1
3564,ID_ALDTOQV,0
3565,ID_ALMBQBX,0
3566,ID_ALSQ040,1
3567,ID_ALU26IW,1
3568,ID_ALU47TS,1
3569,ID_ALV0OL5,0
3570,ID_ALXWK1R,1
3571,ID_AM7E3GZ,1
3572,ID_AM8N1M6,0
3573,ID_AMHBST6,0
3574,ID_AMNBMUF,0
3575,ID_AMPAA4V,0
3576,ID_AMTMT67,0
3577,ID_AN01I2K,0
3578,ID_AN8O8WO,1
3579,ID_ANCNHXD,1
3580,ID_ANEBD03,1
3581,ID_ANU0TJF,0
3582,ID_ANYQJRC,0
3583,ID_AO08COK,1
3584,ID_AO0ORJB,1
3585,ID_AO1QW69,1
3586,ID_AO3SEX4,1
3587,ID_AO4DTB4,0
3588,ID_AO9WIBL,0
3589,ID_AOANSL8,1
3590,ID_AOCNXXR,1
3591,ID_AOJRVR7,1
3592,ID_AOKYKK3,1
3593,ID_AON7GGS,0
3594,ID_AOR2ZI2,0
3595,ID_AOS8TZ1,1
3596,ID_AP08LTB,0
3597,ID_AP1EPNX,0
3598,ID_AP4D3IA,0
3599,ID_AP4J0C0,0
3600,ID_APAYVQY,1
3601,ID_APBEDF4,1
3602,ID_APDIUFQ,0
3603,ID_APFGY42,1
3604,ID_APRWRJF,1
3605,ID_APSEY8O,1
3606,ID_AQ06G8F,1
3607,ID_AQ18CHR,1
3608,ID_AQ34B0D,0
3609,ID_AQ5OHPB,1
3610,ID_AQ5XVJZ,0
