,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
2596,ID_7QEK1HE,2010-01-18,2011-01-17,Male,40.0,2010-01-18,1,Saloon,,TOYOTA,,,CarSafe,0
2597,ID_7QLL056,2010-05-30,2011-05-23,Male,44.0,2010-05-30,2,Truck,,Lexus,Victoria Island,Lagos,Car Classic,0
2598,ID_7QN473Z,2010-02-05,2011-02-04,Male,52.0,2010-02-05,1,Saloon,,TOYOTA,,,Car Classic,0
2599,ID_7QNAA5I,2010-10-16,2011-07-05,Joint Gender,32.0,2010-10-16,1,Saloon,Blue,TOYOTA,,,Car Classic,0
2600,ID_7QSAKB8,2010-11-16,2011-11-14,Male,34.0,2010-11-16,1,,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
2601,ID_7QV86JI,2010-02-05,2011-02-04,Male,50.0,2010-02-05,1,Saloon,,Hyundai,,,CarSafe,0
2602,ID_7R156X9,2010-03-27,2011-03-26,,,2010-03-27,1,,,TOYOTA,Victoria Island,Lagos,Customized Motor,0
2603,ID_7R2P5JE,2010-07-25,2011-07-24,Joint Gender,53.0,2010-07-25,2,JEEP,Black,Lexus,Ebute-Metta,Lagos,Car Classic,0
2604,ID_7R3IW8G,2010-10-22,2011-10-21,Female,36.0,2010-10-22,1,Saloon,White,ACURA,,,Car Classic,1
2605,ID_7RADDE3,2010-04-02,2011-04-01,Joint Gender,64.0,2010-04-02,1,JEEP,Black,TOYOTA,,,Car Classic,0
2606,ID_7RDO8SS,2010-07-26,2011-07-25,Male,,2010-07-26,1,Saloon,,Grand Cherokee,,,CarSafe,0
2607,ID_7REW7PA,2010-05-24,2011-05-23,Female,76.0,2010-05-24,2,Saloon,Red,TOYOTA,,,Car Classic,0
2608,ID_7RLO10C,2010-05-18,2011-05-17,Female,,2010-05-18,1,Saloon,,Honda,,,CarSafe,0
2609,ID_7RMYNUS,2010-08-26,2011-08-25,Male,26.0,2010-08-26,1,,,nan,,,CarSafe,0
2610,ID_7RODZLT,2010-12-20,2011-12-19,Male,42.0,2010-12-20,1,,,nan,,,CarSafe,0
2611,ID_7RR9EI8,2010-01-31,2011-01-30,Female,69.0,2010-01-31,3,Saloon,White,Honda,Victoria Island,Lagos,Customized Motor,0
2612,ID_7S0QH7E,2010-02-25,2011-02-24,Female,38.0,2010-02-25,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,1
2613,ID_7S15CCL,2010-06-21,2011-06-20,Male,39.0,2010-06-21,1,Saloon,Gold,TOYOTA,,,Car Classic,0
2614,ID_7S92WEF,2010-03-06,2011-03-05,Male,40.0,2010-03-06,1,Saloon,,TOYOTA,,,CarSafe,0
2615,ID_7SDHDVF,2010-01-04,2011-01-03,Female,39.0,2010-01-04,1,Saloon,,Honda,,,CarSafe,0
2616,ID_7SF94G7,2010-11-05,2011-11-04,Male,50.0,2010-11-05,1,Saloon,,Mazda,,,CarSafe,0
2617,ID_7SGCKXA,2010-12-24,2011-12-23,Female,31.0,2010-12-24,1,Saloon,Red,TOYOTA,,,Car Classic,0
2618,ID_7SM0VLE,2010-06-18,2011-06-16,Female,34.0,2010-06-18,1,Saloon,,Skoda,,,CarSafe,0
2619,ID_7SN6XFE,2010-03-12,2011-03-11,Male,41.0,2010-03-12,1,Saloon,,TOYOTA,,,Car Classic,0
2620,ID_7SPRDAP,2010-06-01,2011-05-31,,93.0,2010-06-01,7,,,,Lagos Island,Lagos,CVTP,0
2621,ID_7SQAY6P,2010-08-26,2011-08-25,Male,59.0,2010-08-26,1,,,nan,Ikeja,Lagos,Car Classic,0
2622,ID_7SSORJ5,2010-02-08,2011-02-07,Female,50.0,2010-02-08,2,Saloon,Grey,TOYOTA,Surulere,Lagos,Customized Motor,0
2623,ID_7SV1UZS,2010-03-21,2011-03-20,Male,54.0,2010-03-21,2,,,Land Rover,Eti-Osa,Eti-Osa,Car Classic,0
2624,ID_7SW2CJV,2010-10-25,2011-10-24,Male,41.0,2010-10-25,1,Saloon,,Volvo,,,CarSafe,0
2625,ID_7T1S4MX,2010-12-19,2011-12-18,Male,39.0,2010-12-19,1,JEEP,Grey,Lexus,Abuja,Abuja,Car Classic,1
2626,ID_7T6VUSP,2010-11-06,2011-11-05,Male,50.0,2010-11-06,1,,,nan,,,CarSafe,0
2627,ID_7T9KADI,2010-12-30,2011-12-29,Female,60.0,2010-12-30,1,,,nan,IbadanCentral,Benue,Car Classic,0
2628,ID_7T9ZJOM,2010-10-28,2011-01-26,Female,30.0,2010-10-28,1,,,nan,,,Car Classic,0
2629,ID_7TIRVUZ,2010-04-11,2011-04-10,Male,50.0,2010-04-11,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
2630,ID_7TIZJT8,2010-03-19,2011-03-18,Male,52.0,2010-03-19,1,JEEP,Black,TOYOTA,IbadanCentral,Benue,Car Classic,0
2631,ID_7TNSA6E,2010-11-19,2011-11-18,Female,,2010-11-19,1,JEEP,,Land Rover,Victoria Island,Lagos,Car Classic,0
2632,ID_7TS61R8,2010-04-17,2011-04-15,Male,59.0,2010-04-17,2,Saloon,Black,Kia,Oyo,Oyo,Customized Motor,0
2633,ID_7TSI8ZB,2010-12-23,2011-12-22,Male,41.0,2010-12-23,1,,,nan,,,CarSafe,0
2634,ID_7TU7SGC,2010-01-17,2011-01-16,Female,36.0,2010-01-17,1,JEEP,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
2635,ID_7TXX6QE,2010-12-17,2011-12-16,Male,34.0,2010-12-17,1,Saloon,Blue,TOYOTA,Lekki,Lagos,Car Classic,0
2636,ID_7U4WPLA,2010-11-09,2011-11-08,Male,37.0,2010-11-09,1,Saloon,Black,TOYOTA,OGBA,Lagos,Car Classic,1
2637,ID_7U9HNZY,2010-04-24,2011-04-23,Female,,2010-04-24,1,JEEP,Green,Nissan,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
2638,ID_7UDN2JE,2010-01-04,2011-01-03,Male,41.0,2010-01-04,3,Saloon,,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
2639,ID_7UHEXAA,2010-08-07,2011-08-06,Male,46.0,2010-08-07,1,,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
2640,ID_7UHL06U,2010-07-12,2011-07-10,Male,45.0,2010-07-12,2,JEEP,Black,Lexus,Ebute-Metta,Lagos,Car Classic,0
2641,ID_7UL2L12,2010-08-07,2011-08-06,Female,30.0,2010-08-07,1,,,nan,,,CarSafe,0
2642,ID_7UP79WD,2010-06-07,2011-06-06,Female,48.0,2010-06-07,2,,,Ford,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
2643,ID_7UQ2ZMD,2010-11-14,2011-11-13,Male,48.0,2010-11-14,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
2644,ID_7UQTFEF,2010-09-03,2011-09-02,Female,,2010-09-03,1,,,nan,,,CarSafe,0
2645,ID_7UZX1UJ,2010-02-06,2011-02-05,Female,,2010-02-06,1,Saloon,,Nissan,,,CarSafe,0
2646,ID_7V31W3I,2010-01-23,2011-01-22,Male,41.0,2010-01-23,2,Saloon,Black,Mercedes,Maryland,Lagos,Car Classic,0
2647,ID_7V86VCC,2010-03-27,2011-03-26,Female,41.0,2010-03-27,1,Saloon,,TOYOTA,,,CarSafe,0
2648,ID_7VHCJYN,2010-07-08,2011-07-07,Male,46.0,2010-07-08,1,Saloon,,Lexus,,,CarSafe,0
2649,ID_7VI6LNW,2010-04-25,2011-04-24,Male,56.0,2010-04-25,1,JEEP,Black,Ford,Port Harcourt,Rivers,Car Classic,0
2650,ID_7VKOZM8,2010-12-11,2011-12-10,Female,73.0,2010-12-11,1,,,nan,,,Car Classic,0
2651,ID_7VOYSIZ,2010-07-28,2011-01-28,Male,44.0,2010-07-28,1,Saloon,,TOYOTA,,,CarFlex,1
2652,ID_7VPZVA9,2010-11-21,2011-11-20,Female,36.0,2010-11-21,1,,,nan,Lekki,Lagos,Car Classic,0
2653,ID_7VQ3JJ4,2010-09-06,2011-09-05,Male,45.0,2010-09-06,1,,,nan,,,Car Classic,1
2654,ID_7VR374G,2010-02-20,2011-02-19,Male,29.0,2010-02-20,1,Saloon,Blue,TOYOTA,,,Car Classic,1
2655,ID_7W2XAL5,2010-07-02,2011-07-01,Male,35.0,2010-07-02,1,Saloon,Ash,TOYOTA,,,Car Classic,0
2656,ID_7WCVP6L,2010-10-31,2011-10-30,Female,38.0,2010-10-31,1,Saloon,,TOYOTA,,,Car Classic,0
2657,ID_7WF722R,2010-06-05,2011-06-03,Male,47.0,2010-06-05,1,JEEP,,Chevrolet,,,CarSafe,0
2658,ID_7WK4DRM,2010-07-26,2011-07-25,Male,44.0,2010-07-26,1,Saloon,,TOYOTA,,,Car Classic,1
2659,ID_7WMD1XZ,2010-10-14,2011-07-30,Male,37.0,2010-10-14,1,,Red,Iveco,Victoria Island,Lagos,CVTP,0
2660,ID_7WMJRRR,2010-06-19,2011-06-18,Male,50.0,2010-06-19,1,Saloon,,TOYOTA,,,CarSafe,0
2661,ID_7WMMBXC,2010-01-13,2011-01-12,Female,38.0,2010-01-13,1,Saloon,Brown,Hyundai,,,Car Classic,0
2662,ID_7WSMTLN,2010-11-13,2011-11-12,Female,31.0,2010-11-13,1,,,nan,,,CarSafe,0
2663,ID_7X0IJC5,2010-06-07,2011-06-06,Male,20.0,2010-06-07,2,Saloon,,TOYOTA,Lagos,Lagos,Car Classic,0
2664,ID_7X6Z43U,2010-01-30,2011-01-29,Female,42.0,2010-01-30,1,Saloon,Black,Kia,Shomolu,Benue,Car Classic,1
2665,ID_7XCL6MY,2010-08-08,2011-08-07,Male,50.0,2010-08-08,2,,,Ford,Ikeja,Lagos,Car Classic,0
2666,ID_7XCXE63,2010-06-21,2011-06-19,Female,37.0,2010-06-21,2,Saloon,,Ford,,,CarSafe,0
2667,ID_7XEBTAB,2010-12-27,2011-12-26,Male,38.0,2010-12-27,2,,,nan,Owerri,Imo,Car Classic,0
2668,ID_7XJEICB,2010-01-23,2011-01-22,Male,53.0,2010-01-23,1,JEEP,Grey,Mercedes,Victoria Island,Lagos,Customized Motor,0
2669,ID_7XJQPPQ,2010-12-02,2011-12-01,Female,27.0,2010-12-02,1,,,nan,,,Car Classic,0
2670,ID_7XT9VIG,2010-06-01,2011-05-31,Female,37.0,2010-06-01,1,JEEP,Green,TOYOTA,Ikeja,Lagos,Car Classic,0
2671,ID_7XVQHSQ,2010-02-08,2011-02-07,Female,66.0,2010-02-08,1,JEEP,White,Ford,Festac,Benue,Car Classic,0
2672,ID_7XVY4F6,2010-01-11,2011-01-10,,,2010-01-11,1,,,Hyundai,Victoria Island,Lagos,Customized Motor,0
2673,ID_7XZH9PB,2010-04-02,2011-04-01,Male,35.0,2010-04-02,1,Saloon,Black,TOYOTA,MAGODO,Benue,Car Classic,0
2674,ID_7Y14HYG,2010-04-11,2011-04-10,Male,50.0,2010-04-11,1,Saloon,,TOYOTA,,,CarSafe,0
2675,ID_7Y5U8LO,2010-09-11,2011-09-10,Female,40.0,2010-09-11,1,,,nan,,,CarSafe,0
2676,ID_7YCA0E9,2010-05-16,2011-05-15,,,2010-05-16,2,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
2677,ID_7YCI531,2010-04-13,2011-04-12,Female,62.0,2010-04-13,1,,,,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
2678,ID_7YH1APB,2010-11-13,2011-05-01,Female,38.0,2010-11-13,1,Saloon,,TOYOTA,Lagelu Ogbomosho North,Lagelu-North,Car Classic,1
2679,ID_7YJTHAS,2010-07-11,2011-07-09,Male,51.0,2010-07-11,1,JEEP,,Lexus,,,CarSafe,0
2680,ID_7YMXVQ7,2010-09-16,2010-12-31,,,2010-09-16,4,,,,Victoria Island,Lagos,Muuve,0
2681,ID_7YSEDVP,2010-05-09,2011-05-08,Male,44.0,2010-05-09,2,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
2682,ID_7YSUF2K,2010-02-07,2011-02-06,Male,40.0,2010-02-07,1,JEEP,,TOYOTA,,,Car Classic,0
2683,ID_7YT5M46,2010-12-05,2011-12-04,Female,54.0,2010-12-05,1,Saloon,Black,TOYOTA,Kaduna North,Kaduna-North,Car Plus,0
2684,ID_7YYXVF0,2010-05-30,2011-05-29,Male,57.0,2010-05-30,1,,Black,Ford,Aboh-Mbaise,Aboh-Mbaise,Car Classic,0
2685,ID_7Z2IH6T,2010-01-30,2011-01-29,Female,45.0,2010-01-30,1,Saloon,Black,Nissan,Victoria Island,Lagos,Car Classic,0
2686,ID_7Z57CIX,2010-07-16,2011-07-15,,20.0,2010-07-16,2,Saloon,Green,Hyundai,,,Car Classic,0
2687,ID_7ZBYK6O,2010-07-30,2011-07-29,Joint Gender,35.0,2010-07-30,3,JEEP,,TOYOTA,Ibadan North West,Ibadan-West,Car Classic,0
2688,ID_7ZCQDGR,2010-05-17,2011-05-16,Female,39.0,2010-05-17,2,JEEP,Green,Hyundai,Victoria Island,Lagos,Car Classic,0
2689,ID_7ZF13M8,2010-03-26,2011-03-25,Male,35.0,2010-03-26,1,Saloon,Silver,TOYOTA,,,Car Classic,0
2690,ID_7ZKRUJ5,2010-12-23,2011-02-21,Male,20.0,2010-12-23,4,,,Mercedes,Victoria Island,Lagos,Customized Motor,0
2691,ID_7ZO0VR7,2010-06-29,2011-06-27,Male,48.0,2010-06-29,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
2692,ID_7ZOQYNB,2010-06-25,2011-01-09,Male,40.0,2010-06-25,1,Bus,,TOYOTA,,,Car Classic,0
2693,ID_7ZQ1ZCV,2010-07-24,2011-07-23,Male,50.0,2010-07-24,1,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
2694,ID_7ZV79MO,2010-04-17,2011-04-16,Female,44.0,2010-04-17,1,Saloon,,Honda,Ikeja,Lagos,CarSafe,0
2695,ID_7ZZB1TE,2010-12-27,2011-12-25,Female,34.0,2010-12-27,1,,,nan,,,CarSafe,0
2696,ID_7ZZUPPM,2010-09-09,2011-09-08,Male,34.0,2010-09-09,1,,,nan,Lagos Island,Lagos,Car Classic,0
2697,ID_800E9J9,2010-12-23,2011-12-21,Female,44.0,2010-12-23,1,Saloon,,Volkswagen,Kaduna North,Kaduna-North,Car Classic,0
2698,ID_80776UG,2010-04-15,2011-04-14,Male,56.0,2010-04-15,1,Saloon,Grey,TOYOTA,Lagos Island,Lagos,Car Classic,0
2699,ID_80CP3B8,2010-08-24,2011-08-22,Male,34.0,2010-08-24,2,,,nan,,,CarSafe,0
2700,ID_80J8SWI,2010-07-01,2011-06-30,Male,53.0,2010-07-01,1,Saloon,Black,TOYOTA,,,Car Classic,0
2701,ID_80JTV9U,2010-04-15,2011-04-14,Male,39.0,2010-04-15,1,Saloon,,Nissan,,,CarSafe,0
2702,ID_80KEGN8,2010-02-08,2011-02-07,Female,50.0,2010-02-08,2,JEEP,,Land Rover,Surulere,Lagos,Customized Motor,0
2703,ID_80QYMNJ,2010-09-19,2011-09-18,Female,32.0,2010-09-19,2,,,nan,Surulere,Lagos,Car Classic,0
2704,ID_80RRK1O,2010-06-29,2011-06-28,Male,42.0,2010-06-29,1,,,Honda,Shomolu,Benue,Car Classic,0
2705,ID_80XZT6A,2010-09-10,2011-03-14,Male,45.0,2010-09-10,2,JEEP,Grey,GMC,Surulere,Lagos,Car Classic,1
2706,ID_818UPA4,2010-10-15,2011-10-14,Female,41.0,2010-10-15,1,Saloon,,TOYOTA,,,CarSafe,0
2707,ID_81CKL85,2010-03-26,2011-03-24,Female,49.0,2010-03-26,1,Saloon,Blue,TOYOTA,Orile-Iganmu,Orile-Iganmu,Car Classic,0
2708,ID_81F1TKM,2010-03-13,2011-03-12,Male,43.0,2010-03-13,1,JEEP,Black,Volvo,Ikorodu,Lagos,Car Classic,0
2709,ID_81HMRT8,2010-06-11,2011-06-10,Male,40.0,2010-06-11,1,Saloon,Blue,TOYOTA,,,Car Classic,1
2710,ID_81KFG6O,2010-10-10,2011-10-09,Male,39.0,2010-10-10,1,Saloon,Black,TOYOTA,,,Car Classic,0
2711,ID_81WPGW2,2010-06-25,2011-06-24,Male,58.0,2010-06-25,1,Saloon,,Jeep,,,CarSafe,0
2712,ID_81Z4AXR,2010-05-30,2011-05-29,Female,50.0,2010-05-30,1,,,TOYOTA,Ibadan North West,Ibadan-West,Car Classic,0
2713,ID_81ZQNBC,2010-08-29,2011-08-28,Male,25.0,2010-08-29,1,Saloon,,Hyundai,,,Car Classic,0
2714,ID_8204R9L,2010-04-24,2011-04-23,Female,34.0,2010-04-24,1,Saloon,Black,TOYOTA,Kosofe,Benue,Car Classic,0
2715,ID_8222LJE,2010-08-02,2011-08-01,Female,40.0,2010-08-02,1,,,nan,Agege,Lagos,Car Classic,0
2716,ID_824HBAG,2010-09-04,2011-09-03,Female,69.0,2010-09-04,2,Saloon,Black,Kia,,,Car Classic,0
2717,ID_8252KF1,2010-08-30,2011-08-29,Male,41.0,2010-08-30,1,,Black,Lexus,Victoria Island,Lagos,Car Classic,0
2718,ID_826TPL2,2010-07-25,2011-01-24,Female,38.0,2010-07-25,1,JEEP,,TOYOTA,,,CarFlex,0
2719,ID_826YX8T,2010-09-07,2011-06-18,Female,35.0,2010-09-07,1,Saloon,Black,Honda,Shomolu,Benue,Car Classic,1
2720,ID_82D8N28,2010-11-25,2011-02-23,Female,40.0,2010-11-25,1,,Silver,Mercedes,Victoria Island,Lagos,Car Classic,0
2721,ID_82G0CGH,2010-01-16,2011-01-15,Male,38.0,2010-01-16,2,Saloon,,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,CarFlex,0
2722,ID_82NLX34,2010-08-06,2011-08-05,Male,61.0,2010-08-06,1,,,nan,,,CarSafe,0
2723,ID_82PN786,2010-06-28,2011-06-27,Male,40.0,2010-06-28,1,Saloon,,TOYOTA,,,CarSafe,0
2724,ID_82S0XN4,2010-05-15,2011-05-14,Male,46.0,2010-05-15,3,JEEP,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
2725,ID_8331ADT,2010-04-17,2011-04-16,,,2010-04-17,1,,Black,Kia,Victoria Island,Lagos,Customized Motor,0
2726,ID_833W1M8,2010-04-29,2011-04-28,Male,54.0,2010-04-29,2,Saloon,,Mercedes,Victoria Island,Lagos,Customized Motor,1
2727,ID_8366BE3,2010-06-18,2011-06-17,Male,41.0,2010-06-18,1,Saloon,,TOYOTA,Nnewi,Anambra,Car Classic,0
2728,ID_83D998D,2010-10-19,2011-04-18,Male,32.0,2010-10-19,1,,,TOYOTA,Alimosho,Lagos,Car Classic,1
2729,ID_83IY7A2,2010-03-07,2011-03-06,Female,75.0,2010-03-07,2,JEEP,Green,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
2730,ID_83L1NZE,2010-07-31,2011-07-30,,,2010-07-31,1,,,Honda,Victoria Island,Lagos,Car Classic,0
2731,ID_83WZOYX,2010-05-13,2011-05-12,Male,,2010-05-13,1,Saloon,,TOYOTA,,,CarSafe,0
2732,ID_83ZSQX7,2010-10-18,2011-01-13,Female,32.0,2010-10-18,1,Saloon,,Honda,,,Car Classic,0
2733,ID_843LDD3,2010-02-07,2011-02-06,Female,51.0,2010-02-07,1,Saloon,,Mercedes,,,CarSafe,0
2734,ID_8459AIM,2010-05-20,2011-05-19,Female,35.0,2010-05-20,1,Saloon,Ash,TOYOTA,Kosofe,Benue,Car Classic,0
2735,ID_84F8BG7,2010-03-22,2011-03-21,Male,39.0,2010-03-22,1,Saloon,,Kia,,,CarSafe,0
2736,ID_84LHO0Q,2010-03-19,2011-03-18,Female,31.0,2010-03-19,2,,Black,,Victoria Island,Lagos,Motor Cycle,1
2737,ID_84S9L2W,2010-06-26,2011-06-25,Male,57.0,2010-06-26,1,JEEP,Black,Lexus,Nnewi,Anambra,Car Classic,0
2738,ID_84XB406,2010-03-25,2011-03-24,Male,74.0,2010-03-25,1,JEEP,Black,TOYOTA,,,Car Classic,1
2739,ID_84XTQMD,2010-09-09,2011-09-08,Male,38.0,2010-09-09,1,,,nan,,,Car Classic,0
2740,ID_85ASXKU,2010-05-15,2011-01-13,Male,48.0,2010-05-15,1,,,Lexus,Apapa,Lagos,Car Classic,0
2741,ID_85C2GO5,2010-01-19,2011-01-18,Female,,2010-01-19,2,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
2742,ID_85CO5I5,2010-01-14,2011-01-13,Female,34.0,2010-01-14,1,Saloon,,Nissan,,,CarSafe,0
2743,ID_85EW9Q6,2010-11-05,2011-11-04,Male,71.0,2010-11-05,1,JEEP,Black,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
2744,ID_85K4DNC,2010-05-17,2011-05-16,Female,53.0,2010-05-17,1,Saloon,,Hyundai,,,CarSafe,0
2745,ID_85L65CX,2010-10-11,2011-04-10,Male,26.0,2010-10-11,1,,,nan,,,Car Classic,0
2746,ID_85P2ABI,2010-12-31,2011-12-30,Male,66.0,2010-12-31,1,Saloon,,TOYOTA,,,CarSafe,0
2747,ID_85U125K,2010-06-17,2011-06-16,Female,37.0,2010-06-17,1,Saloon,Wine,ACURA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
2748,ID_860STD4,2010-03-08,2011-03-07,Male,28.0,2010-03-08,2,Saloon,Grey,TOYOTA,,,Car Classic,0
2749,ID_8610M8M,2010-10-24,2011-10-22,Female,32.0,2010-10-24,1,Saloon,,TOYOTA,,,Car Classic,1
2750,ID_862RHN4,2010-01-22,2011-01-21,Male,41.0,2010-01-22,1,Saloon,,TOYOTA,OGUDU,Benue,Car Classic,0
2751,ID_865ZZK9,2010-07-22,2011-07-21,Male,41.0,2010-07-22,1,Saloon,,TOYOTA,,,CarFlex,0
2752,ID_869FHC3,2010-09-20,2011-09-19,Female,35.0,2010-09-20,1,,,nan,Victoria Island,Lagos,Car Classic,0
2753,ID_86F8W1E,2010-10-31,2011-10-30,Male,44.0,2010-10-31,2,Saloon,,Jaguar,Victoria Island,Lagos,Car Classic,0
2754,ID_86JNA7D,2010-06-06,2011-06-05,Male,48.0,2010-06-06,1,Saloon,,Volkswagen,Central,Benue,CarSafe,0
2755,ID_86OFXQ4,2010-10-10,2011-10-09,Male,46.0,2010-10-10,1,,,nan,,,CarSafe,0
2756,ID_86Q5BLN,2010-06-18,2011-06-17,Female,44.0,2010-06-18,1,JEEP,Grey,ACURA,Alimosho,Lagos,Car Classic,0
2757,ID_86R14YJ,2010-06-01,2011-05-31,,93.0,2010-06-01,7,Truck,,Mercedes,Lagos Island,Lagos,CVTP,0
2758,ID_86RUPGP,2010-09-30,2011-04-01,Female,42.0,2010-09-30,2,Saloon,Black,TOYOTA,,,Car Classic,0
2759,ID_86X13SC,2010-07-25,2011-07-24,Male,48.0,2010-07-25,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
2760,ID_86Y6K4L,2010-05-02,2011-02-07,,41.0,2010-05-02,1,Saloon,Blue,TOYOTA,,,Car Classic,0
2761,ID_870DVJT,2010-08-14,2011-08-13,Male,45.0,2010-08-14,1,,,nan,,,CarSafe,0
2762,ID_870UPFD,2010-01-29,2011-01-28,Male,34.0,2010-01-29,1,Saloon,Grey,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,0
2763,ID_87AYCFR,2010-08-15,2011-08-14,,37.0,2010-08-15,1,,,nan,,,Car Classic,0
2764,ID_87BAPQ7,2010-07-12,2011-07-11,Joint Gender,43.0,2010-07-12,1,,,nan,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
2765,ID_87IZGFP,2010-05-30,2011-05-28,Female,44.0,2010-05-30,1,JEEP,,TOYOTA,Ikeja,Lagos,Car Classic,0
2766,ID_87KC3JH,2010-08-09,2011-08-08,Female,37.0,2010-08-09,1,Saloon,Black,TOYOTA,,,Car Classic,0
2767,ID_883EUA0,2010-06-26,2011-06-25,Female,35.0,2010-06-26,1,Saloon,Silver,TOYOTA,,,Car Classic,0
2768,ID_886YTYK,2010-03-14,2011-03-13,Female,37.0,2010-03-14,2,Saloon,Gold,TOYOTA,Lekki,Lagos,Car Classic,0
2769,ID_88ARZ4J,2010-09-26,2011-09-25,Female,27.0,2010-09-26,1,,,nan,,,Car Classic,0
2770,ID_88LZAT9,2010-04-18,2011-02-18,Male,43.0,2010-04-18,1,Saloon,Blue,TOYOTA,,,Car Classic,1
2771,ID_88M8B0N,2010-01-17,2011-01-16,Male,62.0,2010-01-17,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
2772,ID_88NBMYU,2010-09-27,2011-09-26,Female,50.0,2010-09-27,1,Saloon,,Honda,Ibeju/Lekki,Ibeju-Lekki,CarSafe,0
2773,ID_88Q48CN,2010-07-22,2011-07-21,Male,75.0,2010-07-22,1,JEEP,Grey,Lexus,,,Car Classic,0
2774,ID_88UYZBL,2010-06-10,2011-03-31,Male,34.0,2010-06-10,1,Saloon,Blue,TOYOTA,,,Car Classic,1
2775,ID_894LFPQ,2010-09-09,2011-08-25,Male,53.0,2010-09-09,1,,,nan,,,Car Classic,0
2776,ID_895H57A,2010-11-14,2011-11-13,Male,30.0,2010-11-14,1,Saloon,Grey,TOYOTA,Oyo,Oyo,Car Classic,0
2777,ID_89GOBKK,2010-09-17,2011-09-15,Female,30.0,2010-09-17,1,,,nan,,,CarFlex,0
2778,ID_89PIKFP,2010-09-06,2011-09-05,Female,50.0,2010-09-06,1,Saloon,,TOYOTA,,,CarSafe,0
2779,ID_89U7RMZ,2010-07-03,2011-07-02,Female,40.0,2010-07-03,1,Saloon,Black,TOYOTA,,,Car Plus,0
2780,ID_89ZV81H,2010-02-20,2011-02-19,Male,56.0,2010-02-20,1,Saloon,,Mercedes,,,CarSafe,0
2781,ID_8A6LK1B,2010-05-02,2011-05-01,Female,70.0,2010-05-02,1,Saloon,,TOYOTA,Osogbo,Osun,Car Classic,0
2782,ID_8AE7XSR,2010-04-25,2011-04-24,Female,39.0,2010-04-25,1,JEEP,Green,Ford,,,Car Classic,1
2783,ID_8AJSZBK,2010-04-08,2011-04-07,Male,20.0,2010-04-08,2,JEEP,Black,TOYOTA,Lagos,Lagos,Car Classic,0
2784,ID_8ANTZHM,2010-10-31,2011-10-30,Female,31.0,2010-10-31,1,JEEP,,Range Rover,Victoria Island,Lagos,Customized Motor,0
2785,ID_8APIKX3,2010-03-11,2011-03-10,Male,54.0,2010-03-11,2,,,TOYOTA,Victoria Island,Lagos,Customized Motor,1
2786,ID_8ASKDR8,2010-09-12,2011-09-11,,23.0,2010-09-12,2,,,nan,Victoria Island,Lagos,Motor Cycle,0
2787,ID_8ASU7IX,2010-08-29,2011-08-28,Male,37.0,2010-08-29,1,Saloon,,Honda,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
2788,ID_8B7RCA5,2010-06-13,2011-06-12,Male,55.0,2010-06-13,1,Truck,,Mack,Egbeda,Benue,CVTP,0
2789,ID_8BQNXPW,2010-07-24,2011-01-23,Female,41.0,2010-07-24,1,Saloon,,Honda,,,Car Classic,1
2790,ID_8BSRJE0,2010-05-02,2011-05-01,Male,33.0,2010-05-02,1,Saloon,,Honda,Benin,Edo,Car Classic,0
2791,ID_8BZUTOL,2010-10-24,2011-10-23,Male,48.0,2010-10-24,2,Saloon,Gold,TOYOTA,,,Car Classic,0
2792,ID_8C7V7SI,2010-01-11,2011-01-10,Female,38.0,2010-01-11,1,Saloon,,TOYOTA,,,CarSafe,0
2793,ID_8C8K4HF,2010-02-19,2011-02-18,Female,44.0,2010-02-19,1,JEEP,Red,Hyundai,Lagos Mainland,Lagos,Car Classic,1
